POD ID,POD Name,City,Tier,Total GMV,FnV Orders,Units Sold
1396284,Koramanagala,Bangalore,1,7111548,158430,186688
1400215,Gunjuru,Bangalore,1,6071063,130513,156800
1400960,Whitefield Main Road,Bangalore,1,6058985,133499,156245
1395425,Kalamandir,Bangalore,1,5433415,121878,142623
1395720,Somasundarapalya,Bangalore,1,5243579,111799,131131
1385836,Kasavanahalli,Bangalore,1,5222968,114469,135704
1390218,HRBR Layout,Bangalore,1,5044803,111283,132792
1398452,Andheri West,Mumbai,1,5000655,99895,120526
1395721,Kodihalli,Bangalore,1,4974544,106621,125366
1385563,Nanakaramguda,Hyderabad,1,4965778,107802,131510
1397048,Bannerghatta Road,Bangalore,1,4946412,107821,127913
1384788,Balagere,Bangalore,1,4848719,108240,128030
1391897,Postal Colony Chembur,Mumbai,1,4841201,99085,119137
1386269,TCS Synergy Park,Hyderabad,1,4738144,105564,128282
1404617,Provident Capella,Bangalore,1,4694255,107678,127168
1404679,Horamavu Village,Bangalore,1,4619265,104193,123250
1404599,E-City Megapod,Bangalore,1,4587267,106707,126636
1404773,Tellapur new,Hyderabad,1,4546555,97429,123596
1400609,Munnekolala,Bangalore,1,4502008,96867,113980
1392421,Carmelaram,Bangalore,1,4487481,97261,115218
1239162,Bhagwati Stores Pvt Ltd Inborbit Mall Malad,Mumbai,1,4455503,94809,112564
1392660,HSR/Kudlu,Bangalore,1,4427724,97424,113917
1398438,Amrita Nagar,Bangalore,1,4397762,97740,116464
1403454,D N Nagar,Mumbai,1,4214147,86297,102275
1382350,Esperar Retail Private Limited Kartik Nagar,Bangalore,1,4185449,90476,106463
1389001,Samarth Colony MP,Pune,1,4162621,92054,107430
1403463,Hado Siddapura,Bangalore,1,4084663,89802,105888
1404792,Hongasandra,Bangalore,1,4076839,95081,112249
1382391,Kwickbox Retail Pvt Ltd Masjid Banda,Hyderabad,1,4071698,92409,111589
854379,Aurora Ventures Private Ltd Kalyan Nagar3,Bangalore,1,4014940,86062,102073
1404452,Kothanur,Bangalore,1,4008853,85473,101611
1404991,Lalbagh,Mangalore,2,3963271,83799,97857
1397630,Velachery,Chennai,1,3928932,86630,102126
1400610,Yemalur Kempapura,Bangalore,1,3899863,85445,101206
1381967,Bhagwati Stores Pvt Ltd Mahim,Mumbai,1,3788225,77161,91785
1386094,Kothaguda,Hyderabad,1,3763919,89612,108382
1397626,Tulaja Bhawani Nagar,Pune,1,3760626,83388,97677
1399354,Siddeshwara Theatre,Bangalore,1,3759074,85575,102370
1404614,Jeevan Bhima Nagar,Bangalore,1,3755928,86198,101388
1229990,Greenmania Modern Retails Pvt Ltd Sahakar Nagar,Bangalore,1,3754844,83110,99625
1387561,Gandhipura,Bangalore,1,3720824,84208,99082
1403042,Thacker Nagar Megapod,Pune,1,3689737,89786,104005
1399695,Dommasandra,Bangalore,1,3682141,84399,102593
1380712,Kwickbox Retail Pvt Ltd Botanical Garden,Hyderabad,1,3647126,75870,94402
1404646,Waghbil Naka,Mumbai,1,3598836,76461,89992
1113109,B&H ENTERTAINMENT (I) PVT LTD ANTOP HILL,Mumbai,1,3592986,74627,88806
810367,B&H ENTERTAINMENT (I) PVT LTD Vikhroli,Mumbai,1,3551779,77565,89766
1402064,Goregaon West - MP,Mumbai,1,3543292,74720,87209
1401716,Phoenix Mall,Bangalore,1,3520043,73756,89134
1403138,Hebbal Megapod,Bangalore,1,3489723,74758,90577
1386092,Infopark,Kochi,2,3449130,66641,75715
1401286,Police Colony,Tirunelveli,2,3438562,86856,100486
1381849,Setron Retail Pvt Ltd Perumanoor,Kochi,2,3427102,66229,76512
1397796,NS Palya,Bangalore,1,3413241,77635,91513
1392531,Lower parel,Mumbai,1,3404467,61298,75692
1395735,Punkunnam,Thrissur,2,3399087,73902,86872
1388683,Kotivakkam,Chennai,1,3384310,74780,88700
762551,Aariga Strategy Consultants Pvt Ltd Spencer,Gurgaon,1,3374377,68907,80825
1402605,Haralur Road,Bangalore,1,3345833,69764,83226
1395434,Hoodi,Bangalore,1,3332786,69139,81551
969383,RAJIDI RETAIL PVT LTD BANDRA WEST,Mumbai,1,3320181,61445,74067
1400930,Adonai Church,Bangalore,1,3316762,73946,86932
1404595,Pattom,Trivandrum,2,3277603,58894,68477
1404579,Nagvara Megapod,Bangalore,1,3260584,70444,83607
1404930,Vignan Nagar,Bangalore,1,3245431,76583,89306
1386090,HSR Sec 2,Bangalore,1,3240879,75489,87388
1403019,Prestige Shantiniketan,Bangalore,1,3234986,64443,77473
1387903,Salapuria Sancity,Bangalore,1,3227810,70871,84812
1386267,Sholinganallur,Chennai,1,3173696,68424,81114
1369819,Genuino Marketing Pvt Ltd Thiruvanmiyur,Chennai,1,3150630,66992,80344
1190778,Greenmania Modern Retail Pvt Ltd Indiranagar5,Bangalore,1,3136969,67164,79951
1388998,Adarsh Palm Retreat,Bangalore,1,3135376,62549,75235
1403842,Relief Road,Mumbai,1,3092812,65538,77436
1238358,Bhagwati Stores Pvt Ltd JVLR,Mumbai,1,3072674,64065,75195
1388682,Guttahalli,Bangalore,1,3072429,66261,81524
1395732,Alagapuram,Salem,2,3067972,72426,87333
1393563,Kaggadasapura,Bangalore,1,3060895,68804,80865
1387565,Waverock,Hyderabad,1,3050715,63055,77290
1390227,Eco city,Noida,1,3041984,66737,78331
1393574,Kunal Icon Pimple Saudagar,Pune,1,3039259,71440,82631
1401471,Chandanagar,Hyderabad,1,3028905,72856,89721
1404785,Vani Vilas Mohalla - MP,Mysore,2,3007841,68827,83035
1401472,JNTU,Hyderabad,1,3000647,67768,83944
1181690,Greenmania Chramjpet3,Bangalore,1,2982762,66505,81437
1403030,Kalina,Mumbai,1,2981816,58550,69533
1402609,Samaspur Village,Gurgaon,1,2981096,62379,74643
1388681,Hulimavu,Bangalore,1,2972409,67297,79821
1382439,Bhagwati Stores Pvt Ltd Thakur Village,Mumbai,1,2972229,62752,73539
1397024,Bagaluru Road,Bangalore,1,2971347,69105,83123
1404760,Kharghar - MP,Mumbai,1,2971275,63854,75269
1404817,SG Palya - MP,Bangalore,1,2969053,71888,85495
1404660,Kokapet X Road,Hyderabad,1,2965504,60718,76296
1381966,Bhagwati Stores Pvt Ltd Indira Nagar,Mumbai,1,2954844,64340,75538
1382427,Setron Retail Pvt Ltd Peeta metro station,Kochi,2,2935144,59995,68970
1390228,Shivrajnagar,Pune,1,2916438,68724,79623
1399697,Jafferkhanpet,Chennai,1,2895295,63864,75720
1401656,Tuticorin,Thoothukudi,2,2879336,72398,84715
1135720,B&H ENTERTAINMENT (I) PVT LTD POWAI2,Mumbai,1,2875691,55931,66404
1397057,Madhapur,Hyderabad,1,2844693,62351,75740
1298955,BHAGWATI STORES Pvt Ltd Ghatkopar West,Mumbai,1,2830932,60605,72117
1393828,West Marredpally,Hyderabad,1,2823585,61526,77506
1404645,Park Road,Mumbai,1,2816408,58529,68955
1398444,Attavar,Mangalore,2,2814933,59848,70923
1403034,Lodha Amara,Mumbai,1,2814495,62650,73550
1381157,Growgreenherbs Modern Retails Pvt Ltd Mullur,Bangalore,1,2809467,66453,79833
1349401,Genuino Marketing Pvt Ltd Raghava Nagar,Chennai,1,2806545,63730,75356
1295147,Foclo Technologies Pvt Ltd Vileparle East,Mumbai,1,2793370,59258,70834
1373485,Growgreenherbs Modern Retails Pvt Ltd KR Puram,Bangalore,1,2788791,66808,79553
1396282,Tardeo Police Station,Mumbai,1,2786365,49544,62585
1387634,Beeramguda,Hyderabad,1,2775208,68860,85531
1400604,Peters Rd flyover,Chennai,1,2760778,61296,74048
1401247,Kadubeesanahalli,Bangalore,1,2759366,61271,72592
1061926,GetMax Globe Pvt. Ltd. Kondapur,Hyderabad,1,2756585,58055,72159
1390224,Model Colony Mumbai,Mumbai,1,2754312,55660,65195
1190780,B&H ENTERTAINMENT (I) PVT LTD VILEPARLE,Mumbai,1,2730814,53593,64577
1386093,Venkata ramana colony,Hyderabad,1,2726029,62297,76566
1402804,Thevara,Kochi,2,2716092,53921,62640
1389691,Kharadi 2,Pune,1,2699169,63731,73287
1403029,Poppys Hotel,Madurai,2,2691355,59519,68561
1394676,Thampanoor,Trivandrum,2,2681329,49326,56713
1387569,Poojappura,Trivandrum,2,2681159,51840,59284
1403051,Eksar,Mumbai,1,2673047,57147,66372
1384139,Tin Factory,Bangalore,1,2672570,62106,72799
1398756,Ambattur Estate Road,Chennai,1,2668666,57803,68698
1387633,Cooke Town,Bangalore,1,2662737,56114,66885
1401251,Teynampet,Chennai,1,2660418,54017,66209
1392080,BDA Complex HSR,Bangalore,1,2651983,57879,68856
1398448,VK Puram,Tirupati,2,2627888,66312,82966
1388112,BEML,Bangalore,1,2626664,60276,70580
1397026,Parasakthi nagar,Chennai,1,2615055,61461,72524
1404757,Nerul - MP,Mumbai,1,2614310,54840,64523
1405006,Munjoba nagar,Pune,1,2613374,64067,72987
1389633,Sapphire Mall,Gurgaon,1,2612629,53327,63739
1386265,Thuraipakam,Chennai,1,2601649,56664,67011
1403025,Cholambedu,Chennai,1,2589299,64211,75466
1398760,Matunga East,Mumbai,1,2589046,53112,63417
1404607,Madeenaguda  - MP,Hyderabad,1,2586162,58059,71576
1382870,Mylasandra,Bangalore,1,2583622,58087,69273
1385645,Ghansoli,Mumbai,1,2579794,55847,64383
1396287,Puthagaram,Chennai,1,2570845,59180,70138
1396293,Alkapuri Township,Hyderabad,1,2564217,57392,71467
1386448,Tirumurthy Nagar,Chennai,1,2548033,51742,63753
810366,Rajidi Retail Pvt Ltd Andheri East,Mumbai,1,2537907,53976,63377
1404673,Hennur,Bangalore,1,2536006,57779,68001
1399696,Kodambakkam,Chennai,1,2524448,55682,66156
1319696,Bhagwati Stores Pvt Ltd Bandra West Khar,Mumbai,1,2516671,47397,58739
1239157,Greenmania Modern Retail Pvt Ltd Begur,Bangalore,1,2510685,59298,69147
1403046,Alpha Homes Megapod,Pune,1,2494535,58714,68491
1401254,Sector 19,Gurgaon,1,2489260,49903,59547
1382426,Kwickbox Retail Pvt Ltd Anna Nagar Main,Chennai,1,2480945,54373,64624
1400561,DLF Cyber city,Hyderabad,1,2464812,51778,62594
1278165,BHAGWATI STORES PRIVATE LIMITED Mulund West,Mumbai,1,2462669,52599,61811
1404643,PCMC,Pune,1,2461163,55966,66052
1396291,Sreekaryam,Trivandrum,2,2453097,45140,52247
1399704,Thrippunithura,Kochi,2,2448600,51647,59912
1399347,Trichy Central,Trichy,2,2447367,48732,56525
1319695,SETRON RETAIL PVT LTD Thengode,Kochi,2,2444479,47185,54195
1389690,CR Park,Delhi,1,2443892,51753,59825
1382868,Esperar Retail Private Limited Nanjappa Circle,Bangalore,1,2437606,54879,66091
1386536,Vasant Square Mall,Delhi,1,2425839,48013,56492
1336659,Bhagwati Stores Pvt Ltd Thane West,Mumbai,1,2425117,53242,62461
1404583,Kodigehalli,Bangalore,1,2422170,57463,68608
1398439,Jawahar Nagar,Chennai,1,2420082,57681,67988
1400546,Sabrinagar,Bangalore,1,2418725,54026,63833
1386714,ORR - RMZ,Bangalore,1,2416212,54178,64641
1261840,Kwickbox Retail Pvt Ltd Hafeezpet,Hyderabad,1,2405059,55067,69732
1402806,Container Yard - MP,Mumbai,1,2404682,51913,60680
1403723,Begur Fort,Bangalore,1,2393894,55718,66340
1396295,Sion East,Mumbai,1,2393224,50057,58913
1390217,Kyalasanahalli,Bangalore,1,2392056,53357,64426
1396296,Hiranandani MBC Park,Mumbai,1,2391438,53352,61958
1404786,Kasturi Nagar,Bangalore,1,2385445,54792,64804
1229994,Foclo Technologies Pvt. Ltd. PunjaGutta,Hyderabad,1,2385308,49086,62930
1399705,Central Manipal,Manipal,2,2369689,55889,66130
1404906,Prestige Ozone,Bangalore,1,2362791,51039,60231
1384969,Chandivali,Mumbai,1,2353927,48075,56538
1402983,Secunderabad 2,Hyderabad,1,2348618,52978,65711
1387564,Bachupally 2,Hyderabad,1,2347161,55434,68927
1390229,Pashan Gaon,Pune,1,2338840,53912,62590
1394671,Kuberan Nagar,Chennai,1,2335037,53505,62907
1402264,Apex Mulund,Mumbai,1,2325169,48673,57718
1403139,HSR Sector 1,Bangalore,1,2312792,49900,58245
1394669,P & T Layout,Bangalore,1,2311666,51395,60805
1404444,Bapuji Nagar - MP,Bhubaneswar,2,2308547,51748,61003
1397027,Sarvanampatti,Coimbatore,2,2307228,45733,52834
1381969,Spwave Pvt Ltd Lingarajapuram,Bangalore,1,2296803,51733,61077
1237254,Sahayu Retail Pvt Ltd Yapral,Hyderabad,1,2295492,49848,64252
1404622,Huda Layout,Hyderabad,1,2293064,51136,62395
1404662,T C Palya,Bangalore,1,2292350,54567,64969
1382707,Spwave Pvt Ltd Gottigere,Bangalore,1,2288660,52832,62739
1403044,Hinjewadi Megapod,Pune,1,2287419,54964,62524
1396290,Velliparamba,Kozhikode,2,2286383,48666,54783
1403420,Edapally North,Kochi,2,2284629,44830,51761
1404642,Mira Road - MP,Mumbai,1,2282507,50956,59843
1387560,Anantnagar,Bangalore,1,2281973,55690,65949
1381276,Setron Retail Pvt Ltd Alandur,Chennai,1,2269923,51244,60348
1386846,Taloja Jail Road,Mumbai,1,2268056,49674,58683
1404591,Srinidhi Layout,Bangalore,1,2261341,51802,61866
1404766,Santhome,Chennai,1,2261126,48122,58552
1401248,Falcon City,Bangalore,1,2254570,49192,58794
1380523,Kwickbox Retail Pvt Ltd Abhyudaya Nagar,Hyderabad,1,2254024,52894,66502
1404671,Kannuru,Bangalore,1,2253566,48749,58431
1404451,Kilpauk Garden Road,Chennai,1,2250137,47362,56736
1404168,Silk Institute,Bangalore,1,2249756,51998,62544
1391892,Semmencheri,Chennai,1,2248848,51209,60398
1392529,Trichy link road,Coimbatore,2,2246394,42991,50325
1400929,Red Rhino,Bangalore,1,2242399,49701,58756
1237261,Bhagwati Stores Pvt Ltd Borivali East,Mumbai,1,2239742,47981,56534
1400216,SNN Clermont,Bangalore,1,2236072,48332,58301
1388138,Perumbakkam,Chennai,1,2235329,50041,58725
1399703,Nehru Stadium,Kochi,2,2233917,43798,50755
1403417,Krishna Reddy Layout,Bangalore,1,2231391,48752,59188
1383129,Kukatpally,Hyderabad,1,2224428,46558,57743
1231052,Greenmania Modern Retails Pvt Ltd HSR 3,Bangalore,1,2222610,48532,57218
1389251,Kannamangala,Bangalore,1,2215981,49527,58097
1398755,AIIMS,Delhi,1,2214466,43491,50438
1381500,Foclo Technologies Pvt Ltd Telecom Factory,Mumbai,1,2211577,47840,56389
1390216,Iblur,Bangalore,1,2209221,47088,56887
1404581,Varthur,Bangalore,1,2206444,48663,57032
1402455,Peringavu,Thrissur,2,2206066,48806,57996
1399700,Malviya Nagar main,Delhi,1,2205791,49625,57146
1381160,Kwickbox Retail Pvt Ltd Gopanpally,Hyderabad,1,2205260,49198,59898
1381277,Setron Retail Pvt Ltd Vidya Nagar,Kochi,2,2201624,44130,51699
1385942,Thigalarapalya,Bangalore,1,2200399,50451,59698
1404681,Majiwada - MP,Mumbai,1,2195749,47947,55294
1403023,Shanthi Colony,Chennai,1,2189042,47921,57849
1402452,Action Area,Kolkata,1,2185290,53075,61681
1400922,Provident Sunworth,Bangalore,1,2180432,50552,59813
1398759,Sector 30 Rabale,Mumbai,1,2178631,50390,58158
1402474,WCC Road,Nagercoil,2,2176237,48198,55119
1393566,Ayappanthangal,Chennai,1,2175845,47182,55553
1404584,Kamal Cinema,Delhi,1,2169706,44050,52230
1402070,Peroorkada,Trivandrum,2,2168396,41319,47494
1404789,My Home Tarkshya,Hyderabad,1,2163691,43945,55502
1397625,Sector 142 Noida,Noida,1,2156851,47048,54280
406774,Aariga Strategy Consultant Pvt Ltd Malviya,Delhi,1,2149993,44168,52010
1381021,Growgreenherbs Modern Retails Pvt Ltd Chandra Layt,Bangalore,1,2145609,53299,62084
1381355,Kwickbox Retail Pvt Ltd Barkatpura,Hyderabad,1,2141950,47949,60485
911033,Greenmania Modern Retails Pvt Ltd Laggere,Bangalore,1,2141545,49189,59528
1390351,Margao,Goa,2,2136049,39924,46108
1399809,Marol,Mumbai,1,2133270,43109,51214
1404676,Malleshwaram West,Bangalore,1,2131182,43311,53691
1401485,Kalpataru Parkcity,Mumbai,1,2129930,47207,54851
1401077,Central Allepy,Alappuzha,2,2129245,46193,53664
1404811,Sikenderguda,Hyderabad,1,2124318,49424,61792
1382349,Esperar Retail Pvt Ltd Ranka Colony,Bangalore,1,2110582,47176,55570
1404453,Bopal - MP,Ahmedabad,2,2109556,46219,54732
1380447,Growgreenherbs Modern Retails Pvt Ltd Seegehalli,Bangalore,1,2105980,49482,58703
1403353,Lavelle Road,Bangalore,1,2103547,42352,52040
1400549,Jharsa Village,Gurgaon,1,2099715,43984,51647
1404751,Naupada,Mumbai,1,2098913,45486,52785
1399698,Korattur,Chennai,1,2098857,47506,56244
1381971,B & H Entertainment (I) Pvt Ltd Taliegao,Goa,2,2096219,38882,45543
1402948,Wilson Garden,Bangalore,1,2079363,47887,57382
1389688,Allwyn Colony,Hyderabad,1,2076858,51266,63069
1400603,Egmore,Chennai,1,2068002,43912,52885
1403722,Subramanyapura,Bangalore,1,2060558,48146,57256
1404945,Green glenn,Bangalore,1,2059388,46670,55477
1403460,Santoshpur,Kolkata,1,2045025,49092,58220
1392530,Chintalkunta,Hyderabad,1,2041457,48106,60600
1230880,Setron Retails Private Limited Virugambakkam,Chennai,1,2037416,44862,52995
1402777,Saket - MP,Delhi,1,2036749,44500,51270
1386268,Datar Manzil,Hyderabad,1,2036520,45336,56320
1403457,Vennala,Kochi,2,2032451,41071,47182
1404613,Shushat Lok,Gurgaon,1,2029696,41286,48947
1382354,Kausar Bagh,Pune,1,2025096,45519,53523
1402049,Pallikaranai,Chennai,1,2024567,46183,53880
1402449,B K Guda,Hyderabad,1,2019772,46398,57196
1381643,Foclo Technologies Pvt Ltd Uthalsar,Mumbai,1,2018200,43411,50948
1404900,Thirumala,Trivandrum,2,2010779,38849,44627
1404667,Ranganatha Puram,Chennai,1,2009406,43467,51679
1403211,Vadale Lake - MP,Mumbai,1,2007617,46233,53685
1398437,Kengeri Satellite Town,Bangalore,1,2005253,48393,58116
1404764,Jakkasandra,Bangalore,1,1999393,43372,51435
1335483,Foclo Technologies Pvt Ltd Seawoods,Mumbai,1,1999271,42042,49989
1396285,RR Nagar,Bangalore,1,1993316,45694,54617
1395722,Murgesh palya,Bangalore,1,1991794,46484,53766
1400224,Thevally,Kollam,2,1985197,42950,48479
1346590,Foclo Technologies Pvt Ltd Mira Hubtown,Mumbai,1,1982205,44364,52487
1394682,Alto Porvorim,Goa,2,1973849,35291,40885
1404167,Cherry County - MP,Noida,1,1971655,43544,51734
1383135,Aundh Gaon,Pune,1,1970107,45137,52708
737088,Citius Retail Pvt Ltd Madhapur,Hyderabad,1,1970064,37507,49616
1398449,Rockfort,Trichy,2,1967899,39265,46523
1397030,Govindapuram,Kozhikode,2,1967359,42429,47752
1402440,Shikarlipalya,Bangalore,1,1963536,42751,50237
1404997,Gurunagar,Mangalore,2,1959297,44364,51656
1404748,Puppalguda 3,Hyderabad,1,1954113,46162,56779
1062418,B&H ENTERTAINMENT (I) PVT LTD Dahisar WEST,Mumbai,1,1953570,41924,48664
1404578,Tatapuram,Kochi,2,1953188,36908,43557
1394450,Mehroli,Delhi,1,1948818,44943,51493
1404932,T Nagar New,Chennai,1,1948776,43216,51841
1402251,BITS Goa,Goa,2,1945208,35800,41400
1404898,Banashankari 3rd Stage,Bangalore,1,1936324,46336,56572
1383572,Foclo Technologies Pvt Ltd Jublee Hills Checkpost,Hyderabad,1,1935143,37348,48902
1402060,Thrikkakara,Kochi,2,1932821,38001,43246
1400545,Prestige Royal Gardens,Bangalore,1,1932550,45360,54328
1404824,Anyara,Trivandrum,2,1926782,35642,41159
1401109,Magarpatta city,Pune,1,1925469,43941,50609
1404886,Kannagi Nagar - MP,Chennai,1,1913611,42283,48741
1404615,Suskhind Phata,Pune,1,1909051,44026,50743
1403362,Paravur Road,Kochi,2,1907171,39951,46202
1396027,Pragathi Nagar Phase 1,Hyderabad,1,1906624,45609,56126
